"id","word","comparison_word"
"67341","پالایشگاه","پالایشگاه"
"67342","پالایشگر","پالایشگر"
"67343","پالاینده","پالاینده"
"51119","پالان دوز","پالاندوز"
"51120","پالاهنگ","پالاهنگ"
"51121","پالاون","پالاون"
"67345","پالت","پالت"
"67346","پالتو","پالتو"
"67347","پالتویی","پالتویی"
"67352","پالیدن","پالیدن"
"67353","پالیده","پالیده"
"41065","پالرمو","پالرمو"
"47310","پالیز","پالیز"
"67355","پالیزبان","پالیزبان"
"67348","پالس","پالس"
"51123","پالش","پالش"
"51124","پالغ","پالغ"
"51126","پالکی","پالکی"
"40572","پاکستان","پاکستان"
"51131","پالیک","پالیک"
"51125","پالکانه","پالکانه"
"40796","پالمیرا","پالمیرا"
"67349","پالنده","پالنده"
"67825","پیاله","پیاله"
"51127","پالهنگ","پالهنگ"
"51128","پالواسه","پالواسه"
"51129","پالوانه","پالوانه"
"67350","پالودن","پالودن"
"67351","پالوده","پالوده"
"51130","پالونه","پالونه"
"51132","پالئوژن","پالیوژن"
"51133","پالئوگرافی","پالیوگرافی"
"51134","پالئونتولوژی","پالیونتولوژی"
"47372","پیام","پیام"
"51135","پام","پام"
"51156","پای ماچان","پایماچان"
"67383","پایمال","پایمال"
"67384","پایمال شدن","پایمالشدن"
"67356","پامال شدن","پامالشدن"
"67385","پایمال کردن","پایمالکردن"
"67828","پیامبر","پیامبر"
"51484","پکنه","پکنه"
"67829","پیامبری","پیامبری"
"40797","پامپلونا","پامپلونا"
"47311","پامچال","پامچال"
"51609","پی آمد","پیامد"
"67827","پیام دادن","پیامدادن"
"67386","پایمرد","پایمرد"
"67387","پایمردی","پایمردی"
"51157","پای مزد","پایمزد"
"51136","پامس","پامس"
"67830","پیامگیر","پیامگیر"
"51137","پاملخ","پاملخ"
"51626","پیان","پیان"
"47386","پانی","پانی"
"67396","پایین","پایین"
"44333","پانیا","پانیا"
"67397","پایین آمدن","پایینامدن"
"44258","پانتی","پانتی"
"47312","پانته آ","پانتها"
"51138","پانتوگراف","پانتوگراف"
"67358","پانتومیم","پانتومیم"
"41512","پایین جام","پایینجام"
"67359","پانچ","پانچ"
"67360","پاندا","پاندا"
"51169","پایندان","پایندان"
"51170","پایندانی","پایندانی"
"67388","پایندگی","پایندگی"
"67389","پاینده","پاینده"
"67361","پاندول","پاندول"
"47313","پانیذ","پانیذ"
"44342","پانیسا","پانیسا"
"67832","پیانیست","پیانیست"
"67362","پانسمان","پانسمان"
"67363","پانسیون","پانسیون"
"67364","پانک","پانک"
"44337","پانیک","پانیک"
"67365","پانکراس","پانکراس"
"67366","پانل","پانل"
"51139","پانه","پانه"
"67831","پیانو","پیانو"
"67367","پانویس","پانویس"
"67390","پایه","پایه"
"67391","پایه دار","پایهدار"
"51140","پاهنگ","پاهنگ"
"44259","پاو","پاو"
"51141","پاوپر","پاوپر"
"67392","پایور","پایور"
"51610","پی آوردن","پیاوردن"
"67370","پاورقی","پاورقی"
"44354","پایون","پایون"
"51171","پایوند","پایوند"
"51142","پاوند","پاوند"
"41803","پاوه","پاوه"
"67371","پاویون","پاویون"
"51611","پی برداشتن","پیبرداشتن"
"67805","پی بردن","پیبردن"
"51627","پیپ","پیپ"
"51172","پپلس","پپلس"
"67398","پت","پت"
"67833","پیت","پیت"
"40798","پتاره","پتاره"
"51176","پتاس","پتاس"
"67400","پتاسیم","پتاسیم"
"67401","پتانسیل","پتانسیل"
"51173","پت پت","پتپت"
"51174","پت پت کردن","پتپتکردن"
"51177","پتر","پتر"
"40709","پالیکیر","پالیکیر"
"67402","پتروشیمی","پتروشیمی"
"67834","پیتزا","پیتزا"
"40814","پیتسبورگ","پیتسبورگ"
"51178","پتفوز","پتفوز"
"51179","پتگر","پتگر"
"67404","پتو","پتو"
"51180","پتواز","پتواز"
"67399","پت و پهن","پتوپهن"
"51628","پیج","پیج"
"67806","پی جامه","پیجامه"
"67807","پی جر","پیجر"
"68091","تأسی","تاسی"
"51612","پی جوی","پیجوی"
"67808","پی جویی","پیجویی"
"67835","پیچ","پیچ"
"51630","پیچاپیچ","پیچاپیچ"
"51631","پیچازی","پیچازی"
"51632","پیچاک","پیچاک"
"51633","پیچان","پیچان"
"67841","پیچانیدن","پیچانیدن"
"67840","پیچاندن","پیچاندن"
"51634","پیچان شدن","پیچانشدن"
"51629","پیچ پیچ","پیچپیچ"
"51181","پچ پچ کردن","پچپچکردن"
"51182","پچپچه","پچپچه"
"67845","پیچیدن","پیچیدن"
"67846","پیچیده","پیچیده"
"67842","پیچش","پیچش"
"51183","پچشک","پچشک"
"47373","پیچک","پیچک"
"51184","پچکم","پچکم"
"67836","پیچ گوشتی","پیچگوشتی"
"51185","پچل","پچل"
"67844","پیچه","پیچه"
"67839","پیچ واپیچ","پیچواپیچ"
"67837","پیچ و تاب","پیچوتاب"
"67838","پیچ و خم","پیچوخم"
"51635","پیچی ئیل","پیچیییل"
"51636","پیخ","پیخ"
"51637","پیخال","پیخال"
"51186","پخپخو","پخپخو"
"67405","پخت","پخت"
"51187","پختکاب","پختکاب"
"67406","پخت کردن","پختکردن"
"51638","پیختگی","پیختگی"
"67408","پختگی","پختگی"
"51639","پیختن","پیختن"
"67409","پختن","پختن"
"51640","پیخته","پیخته"
"67410","پخته","پخته"
"51188","پخته جوش","پختهجوش"
"51189","پخته خواری","پختهخواری"
"51190","پخته کردن","پختهکردن"
"67407","پخت و پز","پختوپز"
"51191","پخچ","پخچ"
"51192","پخچیدن","پخچیدن"
"51193","پخس","پخس"
"51194","پخسانیدن","پخسانیدن"
"51641","پیخست","پیخست"
"51642","پیخستن","پیخستن"
"51643","پیخسته","پیخسته"
"51195","پخسیدن","پخسیدن"
"51196","پخسیده","پخسیده"
"67411","پخش","پخش"
"51197","پخشیده","پخشیده"
"67412","پخش و پلا","پخشوپلا"
"51198","پخل","پخل"
"51199","پخلوچه","پخلوچه"
"51200","پخن","پخن"
"51201","پخنو","پخنو"
"67413","پد","پد"
"51644","پید","پید"
"67847","پیدا","پیدا"
"67851","پیدایی","پیدایی"
"51645","پیدا آمدن","پیداامدن"
"51646","پیدازا","پیدازا"
"67850","پیدایش","پیدایش"
"67848","پیدا شدن","پیداشدن"
"67414","پدافند","پدافند"
"67849","پیدا کردن","پیداکردن"
"44321","پیداگشسب","پیداگشسب"
"51202","پداگوژی","پداگوژی"
"67415","پدال","پدال"
"51647","پیداوسی","پیداوسی"
"67420","پدید","پدید"
"67423","پدیدار","پدیدار"
"67421","پدید آمدن","پدیدامدن"
"67422","پدید آوردن","پدیداوردن"
"47316","پدیده","پدیده"
"67416","پدر","پدر"
"51207","پدری","پدری"
"44327","پیدرا","پیدرا"
"47315","پدرام","پدرام"
"67809","پی درپی","پیدرپی"
"67418","پدرخوانده","پدرخوانده"
"51204","پدردار","پدردار"
"51205","پدرزه","پدرزه"
"67419","پدرسالاری","پدرسالاری"
"51203","پدر مادردار","پدرمادردار"
"51206","پدرود","پدرود"
"51210","پدیسار","پدیسار"
"51208","پدمه","پدمه"
"51209","پدواز","پدواز"
"67425","پذیرا","پذیرا"
"67426","پذیرایی","پذیرایی"
"67427","پذیرش","پذیرش"
"51211","پذرفت","پذرفت"
"67428","پذیرفتار","پذیرفتار"
"51212","پذرفتار","پذرفتار"
"51213","پذرفتار شدن","پذرفتارشدن"
"51214","پذرفتکار","پذرفتکار"
"51215","پذرفتکاری","پذرفتکاری"
"67429","پذیرفتن","پذیرفتن"
"51216","پذرفتن","پذرفتن"
"67430","پذیرفته","پذیرفته"
"67431","پذیره","پذیره"
"67432","پذیره شدن","پذیرهشدن"
"67433","پذیره نویسی","پذیرهنویسی"
"67434","پر","پر"
"47336","پری","پری"
"67852","پیر","پیر"
"67874","پیری","پیری"
"47340","پریا","پریا"
"67853","پیراپزشکی","پیراپزشکی"
"67439","پراتیک","پراتیک"
"51355","پریاخته","پریاخته"
"51648","پیرار","پیرار"
"51218","پرار","پرار"
"44260","پرارین","پرارین"
"44261","پرارین دخت","پراریندخت"
"51219","پرازده","پرازده"
"44346","پریاس","پریاس"
"67854","پیراستن","پیراستن"
"67855","پیراسته","پیراسته"
"67862","پیرایش","پیرایش"
"51220","پراشیدن","پراشیدن"
"51221","پراشیده","پراشیده"
"67856","پیراشکی","پیراشکی"
"67863","پیرایشگر","پیرایشگر"
"51349","پری افسا","پریافسا"
"45039","تارخ","تارخ"
"51222","پرافشاندن","پرافشاندن"
"67440","پرافکندن","پرافکندن"
"67441","پرافکنده","پرافکنده"
"51223","پراکوه","پراکوه"
"67442","پراگماتیسم","پراگماتیسم"
"51224","پراگندگی","پراگندگی"
"51229","پراگنیدن","پراگنیدن"
"51225","پراگندن","پراگندن"
"51230","پراگنیده","پراگنیده"
"51226","پراگنده","پراگنده"
"51227","پراگنده دل","پراگندهدل"
"51228","پراگنده شدن","پراگندهشدن"
"51231","پرالک","پرالک"
"44300","پریام","پریام"
"51649","پیرامن","پیرامن"
"67857","پیرامون","پیرامون"
"44322","پیران","پیران"
"44301","پریان","پریان"
"67443","پرانتز","پرانتز"
"51232","پرانداختن","پرانداختن"
"51233","پراندیشه شدن","پراندیشهشدن"
"67444","پراندن","پراندن"
"67864","پیراینده","پیراینده"
"41791","پیرانشهر","پیرانشهر"
"67858","پیرانه","پیرانه"
"67859","پیرانه سر","پیرانهسر"
"67865","پیرایه","پیرایه"
"44262","پراهام","پراهام"
"67860","پیراهن","پیراهن"
"67861","پیراهن خواب","پیراهنخواب"
"51234","پرآور","پراور"
"67445","پرباد","پرباد"
"51235","پرباد شدن","پربادشدن"
"67446","پربار","پربار"
"41538","پیربکران","پیربکران"
"51350","پری بند","پریبند"
"44263","پربها","پربها"
"67435","پر بودن","پربودن"
"67866","پیرپاتال","پیرپاتال"
"67447","پرپایه","پرپایه"
"67448","پرپر","پرپر"
"67449","پرپری","پرپری"
"51236","پرپره","پرپره"
"67450","پرپشت","پرپشت"
"44296","پری پیکر","پریپیکر"
"51237","پرپهن","پرپهن"
"40799","پرت","پرت"
"67453","پرتاب","پرتاب"
"51241","پرتابی","پرتابی"
"67454","پرتابل","پرتابل"
"51240","پرتاب و توان","پرتابوتوان"
"44297","پری تاج","پریتاج"
"67455","پرتره","پرتره"
"51242","پرتست","پرتست"
"67456","پرتقال","پرتقال"
"67452","پرت کردن","پرتکردن"
"67457","پرتگاه","پرتگاه"
"47317","پرتو","پرتو"
"51238","پرت و پلا شدن","پرتوپلاشدن"
"51239","پرت و پلا گفتن","پرتوپلاگفتن"
"67459","پرتوشناسی","پرتوشناسی"
"67460","پرتونگاری","پرتونگاری"
"51243","پرتوه","پرتوه"
"53621","حبر","حبر"
"44298","پری جان","پریجان"
"51244","پرچانگی کردن","پرچانگیکردن"
"67462","پرچانه","پرچانه"
"67867","پیرچشمی","پیرچشمی"
"67461","پرچ کردن","پرچکردن"
"67463","پرچم","پرچم"
"67464","پرچین","پرچین"
"44302","پریچه","پریچه"
"47341","پریچهر","پریچهر"
"67565","پری چهر","پریچهر"
"47342","پریچهره","پریچهره"
"67465","پرخاش","پرخاش"
"51245","پرخاشخر","پرخاشخر"
"67466","پرخاش کردن","پرخاشکردن"
"51246","پرخچ","پرخچ"
"51251","پرخیدن","پرخیدن"
"44264","پرخیده","پرخیده"
"51247","پرخش","پرخش"
"51248","پرخو","پرخو"
"51249","پرخوارگی","پرخوارگی"
"51250","پرخواسته","پرخواسته"
"51351","پری خوان","پریخوان"
"67467","پرخور","پرخور"
"51252","پرد","پرد"
"67468","پرداخت","پرداخت"
"67469","پرداخت کردن","پرداختکردن"
"67470","پرداختن","پرداختن"
"67471","پرداخته","پرداخته"
"44323","پیرداد","پیرداد"
"44265","پرداد","پرداد"
"67436","پر دادن","پردادن"
"51352","پری دار","پریدار"
"67472","پرداز","پرداز"
"67473","پردازش","پردازش"
"52431","تغطی","تغطی"
"67474","پردازنده","پردازنده"
"51253","پردال","پردال"
"51254","پردة ایزد","پردهایزد"
"51255","پردة باده","پردهباده"
"51256","پردة دیرسال","پردهدیرسال"
"51257","پردة راست","پردهراست"
"51258","پردة سرکش","پردهسرکش"
"51259","پردة صفاهان","پردهصفاهان"
"51260","پردة طنبور","پردهطنبور"
"51261","پردة عشاق","پردهعشاق"
"51262","پردة لیلی","پردهلیلی"
"51263","پردة ماده","پردهماده"
"47337","پری دخت","پریدخت"
"47318","پردخت","پردخت"
"51264","پردختگی","پردختگی"
"51353","پری دیدن","پریدیدن"
"44266","پردیز","پردیز"
"47319","پردیس","پردیس"
"51265","پردک","پردک"
"51266","پردگی","پردگی"
"51267","پردگی گشتن","پردگیگشتن"
"51268","پردل","پردل"
"67567","پریدن","پریدن"
"67568","پریده","پریده"
"67475","پرده","پرده"
"51269","پرده انداختن","پردهانداختن"
"51270","پرده باز","پردهباز"
"51271","پرده بازی","پردهبازی"
"67476","پرده برداری","پردهبرداری"
"51272","پرده خوان","پردهخوان"
"67477","پرده دار","پردهدار"
"67478","پرده شناس","پردهشناس"
"67479","پرده کرکره","پردهکرکره"
"51356","پریدوش","پریدوش"
"51273","پردوش","پردوش"
"51357","پریر","پریر"
"40800","پریرا","پریرا"
"44303","پریرخ","پریرخ"
"44304","پریرو","پریرو"
"67481","پررو","پررو"
"67569","پریروز","پریروز"
"67810","پی ریزی","پیریزی"
"67482","پرز","پرز"
"67570","پریز","پریز"
"51650","پیرزا","پیرزا"
"47343","پریزاد","پریزاد"
"44267","پرزاد","پرزاد"
"67566","پری زاده","پریزاده"
"47344","پریزاده","پریزاده"
"67483","پرزیدنت","پرزیدنت"
"51358","پریزن","پریزن"
"44268","پرزین","پرزین"
"67484","پرژک","پرژک"
"44330","پریژه","پریژه"
"67485","پرس","پرس"
"47345","پریسا","پریسا"
"67571","پریسای","پریسای"
"44334","پرسا","پرسا"
"47321","پرسیا","پرسیا"
"44350","پریسان","پریسان"
"67487","پرسان","پرسان"
"51278","پرسیاوشان","پرسیاوشان"
"67488","پرسپکتیو","پرسپکتیو"
"67489","پرستار","پرستار"
"51274","پرستارزاده","پرستارزاده"
"67495","پرستیدن","پرستیدن"
"67496","پرستیده","پرستیده"
"67497","پرستیژ","پرستیژ"
"47382","پرستش","پرستش"
"67491","پرستشگاه","پرستشگاه"
"67492","پرستشگر","پرستشگر"
"44269","پرستک","پرستک"
"67493","پرستندگی","پرستندگی"
"51275","پرستنده","پرستنده"
"51276","پرسته","پرسته"
"47320","پرستو","پرستو"
"44270","پرستوک","پرستوک"
"67505","پرسیدن","پرسیدن"
"67506","پرسیده","پرسیده"
"67498","پرسش","پرسش"
"67499","پرسشنامه","پرسشنامه"
"42152","پیرسلمان","پیرسلمان"
"47338","پری سیما","پریسیما"
"67500","پرسنده","پرسنده"
"51277","پرسنگ","پرسنگ"
"67501","پرسنل","پرسنل"
"67502","پرسه","پرسه"
"67503","پرسه زدن","پرسهزدن"
"44271","پرسون","پرسون"
"67504","پرسوناژ","پرسوناژ"
"67507","پرش","پرش"
"67572","پریش","پریش"
"44305","پریشا","پریشا"
"47322","پرشیا","پرشیا"
"44272","پرشاد","پرشاد"
"67573","پریشان","پریشان"
"67574","پریشانی","پریشانی"
"51279","پرشیان","پرشیان"
"44273","پرشان","پرشان"
"67575","پریشب","پریشب"
"51361","پریشیدگی","پریشیدگی"
"51362","پریشیدن","پریشیدن"
"67437","پر شدن","پرشدن"
"51363","پریشیده","پریشیده"
"51359","پریشن","پریشن"
"51360","پریشندگی","پریشندگی"
"44274","پرشنگ","پرشنگ"
"67508","پرشور","پرشور"
"51280","پرغازه","پرغازه"
"51281","پرغونه","پرغونه"
"44306","پریفام","پریفام"
"44335","پریفر","پریفر"
"67509","پرفسور","پرفسور"
"44275","پرک","پرک"
"67511","پرکار","پرکار"
"51282","پرکاس","پرکاس"
"51283","پرکاش","پرکاش"
"51284","پرکاوش","پرکاوش"
"51285","پرکر","پرکر"
"67438","پر کردن","پرکردن"
"67868","پیرکس","پیرکس"
"51286","پرکم","پرکم"
"67512","پرکنده","پرکنده"
"67513","پرگار","پرگار"
"44276","پرگام","پرگام"
"44277","پرگان","پرگان"
"51287","پرگر","پرگر"
"51288","پرگرام","پرگرام"
"51289","پرگران کردن","پرگرانکردن"
"51290","پرگست","پرگست"
"51291","پرگستردن","پرگستردن"
"44343","پرگشا","پرگشا"
"47339","پری گل","پریگل"
"47323","پرگل","پرگل"
"51292","پرگنه","پرگنه"
"51293","پرگوک","پرگوک"
"44278","پرگون","پرگون"
"67576","پریم","پریم"
"51294","پرماز","پرماز"
"51295","پرماس","پرماس"
"51297","پرماسیدن","پرماسیدن"
"51298","پرماسیده","پرماسیده"
"51296","پرماسنده","پرماسنده"
"51299","پرمان","پرمان"
"47346","پریماه","پریماه"
"51300","پرماه","پرماه"
"44279","پرمایه","پرمایه"
"51301","پرمخیدن","پرمخیدن"
"51302","پرمخیده","پرمخیده"
"51303","پرمر","پرمر"
"47324","پرمیس","پرمیس"
"51304","پرمنش","پرمنش"
"67515","پرمنگنات","پرمنگنات"
"51305","پرمه","پرمه"
"51306","پرمودن","پرمودن"
"44280","پرمودیه","پرمودیه"
"51364","پریموس","پریموس"
"44281","پرمون","پرمون"
"44282","پرن","پرن"
"44307","پرین","پرین"
"44283","پرنا","پرنا"
"44290","پرنیا","پرنیا"
"47347","پریناز","پریناز"
"47325","پرناز","پرناز"
"44284","پرناک","پرناک"
"44308","پرینام","پرینام"
"67524","پرنیانی","پرنیانی"
"67577","پرینت","پرینت"
"67578","پرینتر","پرینتر"
"51317","پرنیخ","پرنیخ"
"51651","پیرند","پیرند"
"47326","پرند","پرند"
"51309","پرنداخ","پرنداخ"
"51310","پرندآور","پرنداور"
"44285","پرندخت","پرندخت"
"44286","پرنددخت","پرنددخت"
"44287","پرنددیس","پرنددیس"
"47329","پرندیس","پرندیس"
"47327","پرندک","پرندک"
"67518","پرندگان","پرندگان"
"44288","پرندین","پرندین"
"51312","پرندین بر","پرندینبر"
"67519","پرنده","پرنده"
"47328","پرندوش","پرندوش"
"51354","پری نژاد","پرینژاد"
"67521","پرنس","پرنس"
"44352","پرنسا","پرنسا"
"51313","پرنسیب","پرنسیب"
"67522","پرنسس","پرنسس"
"44351","پرنگ","پرنگ"
"44291","پرنین","پرنین"
"51315","پرنهادن","پرنهادن"
"47348","پرینوش","پرینوش"
"47385","پرنوش","پرنوش"
"44289","پرنون","پرنون"
"51318","پره","پره"
"51320","پرهازه","پرهازه"
"47335","پرهام","پرهام"
"51323","پرهیب","پرهیب"
"51324","پرهیختن","پرهیختن"
"51325","پرهیخته","پرهیخته"
"67526","پرهیز","پرهیز"
"51327","پرهیزانه","پرهیزانه"
"51328","پرهیزیدن","پرهیزیدن"
"67527","پرهیزکار","پرهیزکار"
"67528","پرهیزکاری","پرهیزکاری"
"51326","پرهیز کردن","پرهیزکردن"
"42031","پره سر","پرهسر"
"52444","تغیط","تغیط"
"51319","پره کشیدن","پرهکشیدن"
"51652","پیرهن چاک","پیرهنچاک"
"67525","پرهنر","پرهنر"
"51321","پرهودن","پرهودن"
"51322","پرهون","پرهون"
"67869","پیرو","پیرو"
"67872","پیروی","پیروی"
"47331","پروا","پروا"
"51329","پروا داشتن","پرواداشتن"
"67531","پروار","پروار"
"40575","پرو","پرو"
"67532","پرواری","پرواری"
"67533","پرواز","پرواز"
"51330","پروازه","پروازه"
"51331","پرواس","پرواس"
"51332","پرواسیدن","پرواسیدن"
"51333","پرواسیده","پرواسیده"
"51334","پروان","پروان"
"51335","پروانچه","پروانچه"
"51336","پروانک","پروانک"
"51337","پروانگان","پروانگان"
"47332","پروانه","پروانه"
"51217","پر و بال زدن","پروبالزدن"
"67535","پروپاگاند","پروپاگاند"
"67536","پروتز","پروتز"
"67537","پروتستان","پروتستان"
"67538","پروتکل","پروتکل"
"67539","پروتوپلاست","پروتوپلاست"
"67540","پروتوپلاسم","پروتوپلاسم"
"67541","پروتئین","پروتیین"
"44339","پروچیستا","پروچیستا"
"44340","پروچستا","پروچستا"
"44293","پرور","پرور"
"67544","پرورانیدن","پرورانیدن"
"67542","پروراندن","پروراندن"
"67545","پرورانیده","پرورانیده"
"67543","پروراننده","پروراننده"
"67546","پروردگار","پروردگار"
"67552","پروریدن","پروریدن"
"67547","پروردن","پروردن"
"67553","پروریده","پروریده"
"67548","پرورده","پرورده"
"67549","پرورش","پرورش"
"67551","پرورشی","پرورشی"
"51338","پرورش کردن","پرورشکردن"
"67550","پرورشگاه","پرورشگاه"
"51339","پروره","پروره"
"47374","پیروز","پیروز"
"67871","پیروزی","پیروزی"
"51340","پروز","پروز"
"47333","پرویز","پرویز"
"47375","پیروزان","پیروزان"
"44324","پیروزدخت","پیروزدخت"
"51347","پرویزن","پرویزن"
"67554","پروزن","پروزن"
"44325","پیروزه","پیروزه"
"51654","پیروزه فام","پیروزهفام"
"69772","حبس","حبس"
"51341","پروژسترون","پروژسترون"
"67555","پروژکتور","پروژکتور"
"67556","پروژه","پروژه"
"44299","پری ویس","پریویس"
"67557","پروستات","پروستات"
"67558","پروسه","پروسه"
"47349","پریوش","پریوش"
"44294","پروش","پروش"
"51348","پرویش","پرویش"
"44295","پروشات","پروشات"
"67559","پروفرم","پروفرم"
"67560","پروفیل","پروفیل"
"67873","پیروی کردن","پیرویکردن"
"51343","پرولاپس","پرولاپس"
"51344","پرولتاریا","پرولتاریا"
"51345","پرومتازین","پرومتازین"
"67580","پریون","پریون"
"47334","پروین","پروین"
"67561","پرونده","پرونده"
"51346","پروه","پروه"
"67581","پز","پز"
"51658","پیزی","پیزی"
"41072","پیزا","پیزا"
"67582","پزاندن","پزاندن"
"51365","پزاوه","پزاوه"
"51366","پزد","پزد"
"51367","پزداغ","پزداغ"
"51371","پزیدن","پزیدن"
"51655","پیزر","پیزر"
"51656","پیزری","پیزری"
"67583","پزشک","پزشک"
"67584","پزشکی","پزشکی"
"67585","پزشکیار","پزشکیار"
"51368","پزغند","پزغند"
"51659","پیزی گشاد","پیزیگشاد"
"51369","پزنده","پزنده"
"51657","پیزه","پیزه"
"51370","پزوایی","پزوایی"
"51372","پژ","پژ"
"51373","پژاگن","پژاگن"
"44349","پژال","پژال"
"51660","پیژاما","پیژاما"
"51374","پژاوند","پژاوند"
"51375","پژردن","پژردن"
"51376","پژم","پژم"
"47350","پژمان","پژمان"
"67587","پژمردگی","پژمردگی"
"67590","پژمریدن","پژمریدن"
"67588","پژمردن","پژمردن"
"67589","پژمرده","پژمرده"
"47351","پژند","پژند"
"51377","پژهان","پژهان"
"47352","پژواک","پژواک"
"51378","پژوژ","پژوژ"
"51379","پژول","پژول"
"51380","پژولانیدن","پژولانیدن"
"51382","پژولیدن","پژولیدن"
"51383","پژولیده","پژولیده"
"51381","پژولش","پژولش"
"51384","پژوم","پژوم"
"51386","پژوین","پژوین"
"51385","پژوه","پژوه"
"67595","پژوهیدن","پژوهیدن"
"67593","پژوهش","پژوهش"
"67594","پژوهنده","پژوهنده"
"67596","پس","پس"
"51661","پیس","پیس"
"67878","پیسی","پیسی"
"67605","پسا","پسا"
"51402","پسادست","پسادست"
"51387","پس افت","پسافت"
"51388","پس افتادن","پسافتادن"
"51389","پس افکندن","پسافکندن"
"44309","پساک","پساک"
"51420","پسییان","پسییان"
"67597","پس انداز","پسانداز"
"51390","پس انداز کردن","پساندازکردن"
"51404","پسانیدن","پسانیدن"
"51391","پس آهنگ","پساهنگ"
"51406","پساویدن","پساویدن"
"51392","پس آوردن","پساوردن"
"51405","پساوند","پساوند"
"51613","پی سپار","پیسپار"
"51615","پی سپاردن","پیسپاردن"
"51614","پی سپار کردن","پیسپارکردن"
"51618","پی سپید","پیسپید"
"51616","پی سپر","پیسپر"
"51617","پی سپردن","پیسپردن"
"67875","پیست","پیست"
"67606","پست","پست"
"67616","پستی","پستی"
"51408","پستایی","پستایی"
"67612","پستانک","پستانک"
"67613","پستچی","پستچی"
"67607","پست خانه","پستخانه"
"67608","پست دادن","پستدادن"
"51409","پستک","پستک"
"67609","پست کردن","پستکردن"
"51407","پست گردیدن","پستگردیدن"
"67610","پست مدرن","پستمدرن"
"67611","پست مدرنیسم","پستمدرنیسم"
"47353","پسته","پسته"
"67615","پستو","پستو"
"67876","پیستوله","پیستوله"
"67877","پیستون","پیستون"
"51393","پس خور","پسخور"
"67598","پس دوزی","پسدوزی"
"67617","پسر","پسر"
"51394","پس ران","پسران"
"51410","پسراندر","پسراندر"
"67618","پسرانه","پسرانه"
"67619","پسرخوانده","پسرخوانده"
"51395","پس سر نمودن","پسسرنمودن"
"51396","پس شام","پسشام"
"51411","پسغده","پسغده"
"67599","پس فردا","پسفردا"
"51418","پسیکانالیز","پسیکانالیز"
"51397","پس کوچه","پسکوچه"
"51787","تاس","تاس"
"51398","پس کوهه","پسکوهه"
"67600","پس گردنی","پسگردنی"
"67601","پس گرفتن","پسگرفتن"
"51399","پس گوش افکندن","پسگوشافکندن"
"67602","پس لرزه","پسلرزه"
"51412","پسله","پسله"
"51413","پسله خور","پسلهخور"
"51414","پسله گر","پسلهگر"
"67603","پس مانده","پسمانده"
"67624","پسین","پسین"
"47354","پسندیار","پسندیار"
"67621","پسندیدن","پسندیدن"
"67622","پسندیده","پسندیده"
"51400","پس نشینی کردن","پسنشینیکردن"
"51415","پسنگک","پسنگک"
"67604","پس نماز","پسنماز"
"51419","پسینه","پسینه"
"51662","پیسه","پیسه"
"51663","پیسه ابلق","پیسهابلق"
"51416","پسوا","پسوا"
"51401","پس وازنک","پسوازنک"
"51417","پسودن","پسودن"
"67623","پسوند","پسوند"
"51421","پش","پش"
"67879","پیش","پیش"
"51675","پیشاب","پیشاب"
"67913","پیشاپیش","پیشاپیش"
"51676","پیشادست","پیشادست"
"67934","پیشیار","پیشیار"
"67880","پیش افتادن","پیشافتادن"
"51664","پیش افکندن","پیشافکندن"
"45075","توس","توس"
"51666","پیش آگهی","پیشاگهی"
"51422","پشام","پشام"
"67881","پیش آمد","پیشامد"
"67882","پیش آمدن","پیشامدن"
"51677","پیشان","پیشان"
"67914","پیشانی","پیشانی"
"51678","پیشانی بلند","پیشانیبلند"
"51665","پیش اندیش","پیشاندیش"
"51679","پیشانی سودن","پیشانیسودن"
"51680","پیشانی نهادن","پیشانینهادن"
"67915","پیشاهنگ","پیشاهنگ"
"41073","پیشاور","پیشاور"
"51681","پیشاوند","پیشاوند"
"67916","پیشباز","پیشباز"
"51667","پیش بخاری","پیشبخاری"
"67883","پیش بردن","پیشبردن"
"67886","پیش بین","پیشبین"
"67884","پیش بند","پیشبند"
"67888","پیش بینی کردن","پیشبینیکردن"
"67885","پیش بها","پیشبها"
"67889","پیش پا افتاده","پیشپاافتاده"
"67890","پیش پرداخت","پیشپرداخت"
"67891","پیش پرده","پیشپرده"
"67892","پیش پیش","پیشپیش"
"67625","پشت","پشت"
"51444","پشتی","پشتی"
"42142","پشت آب","پشتاب"
"51437","پشتاپشت","پشتاپشت"
"51438","پشتاره","پشتاره"
"67893","پیش تاز","پیشتاز"
"67626","پشت بام","پشتبام"
"67637","پشتیبان","پشتیبان"
"67638","پشتیبانی","پشتیبانی"
"51423","پشت بند","پشتبند"
"51424","پشت به پشت دادن","پشتبهپشتدادن"
"51425","پشت پایی","پشتپایی"
"67627","پشت پا زدن","پشتپازدن"
"51426","پشت دادن","پشتدادن"
"51439","پشتدار","پشتدار"
"51427","پشت داشتن","پشتداشتن"
"67628","پشت دری","پشتدری"
"67629","پشت دستی","پشتدستی"
"51428","پشت دست خاییدن","پشتدستخاییدن"
"67630","پشت رو","پشترو"
"44310","پشتیسار","پشتیسار"
"67633","پشتک","پشتک"
"67631","پشت کار","پشتکار"
"69820","حرس","حرس"
"51429","پشت کار داشتن","پشتکارداشتن"
"51445","پشتی کردن","پشتیکردن"
"67634","پشتک وارو","پشتکوارو"
